Voltaje_Cen_0,Voltaje_Cen_1,Voltaje_Cen_2,Voltaje_Cen_3,Voltaje_Cen_4,Voltaje_Ext_0,Voltaje_Ext_1,Voltaje_Ext_2,Voltaje_Ext_3,Voltaje_Ext_4
0.264,0.276,0.264,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.276,0.28,4.4,4.4,4.4,4.4,4.4
0.268,0.276,0.26,0.268,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.276,0.272,0.272,4.4,4.32,4.4,4.4,4.4
0.276,0.21600000000000005,0.272,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.248,0.268,0.252,0.248,0.252,4.4,4.4,4.4,4.4,4.32
0.272,0.264,0.264,0.252,0.264,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.272,0.264,0.268,4.4,4.4,4.4,4.4,4.4
0.276,0.268,0.272,0.264,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.272,4.4,4.32,4.4,4.4,4.4
0.276,0.272,0.272,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.276,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.268,0.276,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.276,0.272,0.272,4.32,4.4,4.4,4.4,4.4
0.272,0.268,0.276,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.272,0.272,0.272,4.4,4.32,4.4,4.4,4.32
0.272,0.276,0.272,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.28,0.268,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.276,0.268,0.28,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.268,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.272,0.272,0.272,4.4,4.32,4.4,4.4,4.4
0.276,0.276,0.276,0.276,0.276,4.4,4.4,4.4,4.4,4.32
0.272,0.272,0.268,0.28800000000000003,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.276,0.268,0.252,4.4,4.4,4.4,4.4,4.32
0.272,0.276,0.272,0.272,0.264,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.276,0.276,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.276,0.276,4.4,4.4,4.4,4.4,4.4
0.28,0.256,0.276,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.256,0.268,0.256,0.26,0.264,4.4,4.4,4.4,4.4,4.4
0.268,0.264,0.264,0.264,0.26,4.4,4.4,4.4,4.32,4.4
0.264,0.272,0.264,0.268,0.268,4.4,4.4,4.32,4.4,4.4
0.272,0.264,0.272,0.268,0.264,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.268,0.272,0.276,0.272,4.4,4.4,4.4,4.4,4.32
0.268,0.276,0.272,0.268,0.268,4.4,4.4,4.4,4.4,4.4
0.268,0.268,0.264,0.276,0.264,4.4,4.4,4.4,4.4,4.4
0.28,0.276,0.284,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.272,0.268,0.272,4.4,4.4,4.4,4.48,4.4
0.272,0.272,0.264,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.26,0.272,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.276,0.272,0.272,0.268,4.4,4.4,4.4,4.32,4.4
0.276,0.28,0.276,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.276,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.276,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.276,0.264,0.272,0.264,0.272,4.4,4.4,4.4,4.4,4.32
0.256,0.28,0.276,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.268,0.276,0.276,0.276,4.4,4.4,4.4,4.4,4.32
0.272,0.276,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.272,0.276,0.272,4.4,4.4,4.4,4.4,4.32
0.272,0.276,0.272,0.272,0.272,4.4,4.4,4.4,4.32,4.4
0.272,0.276,0.276,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.256,0.272,0.272,0.276,4.48,4.4,4.4,4.4,4.4
0.264,0.272,0.26,0.264,0.264,4.4,4.4,4.4,4.4,4.32
0.268,0.268,0.272,0.264,0.264,4.4,4.4,4.4,4.48,4.4
0.26,0.272,0.268,0.268,0.272,4.32,4.4,4.4,4.4,4.4
0.268,0.276,0.268,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.272,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.28,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.264,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.276,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.276,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.268,0.256,0.268,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.276,0.264,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.272,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.276,0.276,4.32,4.32,4.4,4.4,4.4
0.276,0.272,0.272,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.272,0.276,0.28,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.276,0.276,4.4,4.4,4.4,4.4,4.4
0.268,0.276,0.276,0.272,0.28,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.272,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.268,0.276,0.268,4.32,4.4,4.4,4.32,4.4
0.276,0.272,0.268,0.276,0.264,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.276,0.264,0.276,4.4,4.4,4.4,4.4,4.4
0.268,0.276,0.28,0.272,0.28,4.4,4.4,4.4,4.4,4.4
0.264,0.276,0.272,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.276,0.244,0.272,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.264,0.268,0.264,0.244,0.26,4.4,4.4,4.4,4.48,4.4
0.252,0.268,0.268,0.272,0.264,4.4,4.4,4.4,4.4,4.4
0.268,0.268,0.268,0.276,0.264,4.4,4.4,4.4,4.4,4.4
0.276,0.28,0.276,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.26,0.272,0.256,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.268,4.32,4.4,4.4,4.32,4.4
0.272,0.272,0.276,0.276,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.268,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.272,0.272,0.272,4.4,4.32,4.4,4.4,4.4
0.276,0.272,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.276,0.272,0.276,0.264,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.268,0.268,0.264,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.276,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.268,0.276,0.276,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.268,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.276,4.4,4.4,4.32,4.4,4.32
0.272,0.276,0.276,0.268,0.276,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.276,0.272,0.268,4.32,4.4,4.4,4.4,4.4
0.276,0.272,0.272,0.28,0.276,4.48,4.4,4.4,4.4,4.4
0.272,0.276,0.272,0.28,0.276,4.4,4.4,4.4,4.4,4.32
0.272,0.272,0.256,0.268,0.272,4.4,4.32,4.4,4.4,4.4
0.272,0.272,0.272,0.276,0.276,4.32,4.4,4.4,4.4,4.4
0.272,0.276,0.276,0.28,0.268,4.4,4.4,4.32,4.4,4.4
0.272,0.272,0.276,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.264,0.272,0.276,0.244,4.4,4.4,4.4,4.4,4.4
0.268,0.268,0.268,0.236,0.264,4.4,4.4,4.4,4.48,4.4
0.268,0.272,0.268,0.268,0.264,4.4,4.4,4.4,4.4,4.4
0.268,0.276,0.272,0.268,0.264,4.4,4.4,4.4,4.4,4.4
0.268,0.268,0.268,0.272,0.268,4.4,4.4,4.4,4.4,4.4
0.248,0.268,0.272,0.268,0.272,4.4,4.4,4.4,4.4,4.32
0.272,0.272,0.272,0.276,0.272,4.32,4.48,4.32,4.4,4.4
0.272,0.268,0.272,0.272,0.26,4.4,4.4,4.4,4.4,4.4
0.276,0.276,0.272,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.276,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.264,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.264,0.272,0.272,0.272,4.4,4.32,4.4,4.4,4.4
0.272,0.272,0.276,0.272,0.264,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.272,0.264,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.276,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.268,0.276,0.272,4.4,4.4,4.4,4.4,4.32
0.276,0.276,0.276,0.272,0.272,4.4,4.4,4.4,4.4,4.32
0.276,0.276,0.276,0.268,0.276,4.4,4.4,4.4,4.32,4.4
0.272,0.272,0.276,0.272,0.276,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.276,0.272,0.272,0.276,0.272,4.4,4.4,4.4,4.32,4.4
0.272,0.264,0.264,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.272,0.276,0.264,4.4,4.32,4.4,4.4,4.4
0.272,0.268,0.272,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.244,0.252,0.272,0.26,4.4,4.4,4.4,4.4,4.48
0.248,0.264,0.264,0.252,0.264,4.4,4.4,4.4,4.4,4.4
0.256,0.272,0.268,0.264,0.268,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.272,0.268,0.264,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.272,0.272,0.264,4.4,4.4,4.4,4.4,4.32
0.272,0.272,0.28,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.264,0.272,0.272,0.272,0.272,4.32,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.276,0.272,0.268,4.4,4.4,4.4,4.32,4.4
0.272,0.272,0.272,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.268,0.272,0.264,4.4,4.4,4.4,4.4,4.32
0.272,0.272,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.28,0.272,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.272,0.272,0.284,0.276,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.276,0.264,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.268,0.272,0.272,4.4,4.4,4.32,4.4,4.4
0.28,0.272,0.272,0.276,0.272,4.4,4.4,4.32,4.4,4.4
0.272,0.272,0.268,0.268,0.272,4.4,4.4,4.4,4.4,4.4
0.268,0.272,0.272,0.272,0.272,4.32,4.4,4.4,4.4,4.4
0.272,0.268,0.272,0.272,0.268,4.4,4.32,4.4,4.4,4.4
0.276,0.272,0.276,0.272,0.264,4.4,4.4,4.4,4.4,4.4
0.272,0.268,0.272,0.276,0.268,4.4,4.4,4.4,4.4,4.32
0.276,0.276,0.268,0.272,0.272,4.4,4.4,4.4,4.32,4.4
0.272,0.276,0.272,0.272,0.272,4.4,4.4,4.4,4.4,4.4
0.272,0.276,0.272,0.272,0.276,4.32,4.4,4.4,4.4,4.4
0.268,,0.26,0.272,0.264,4.4,,4.4,4.4,4.4
0.26,,0.268,,0.268,4.4,,4.4,,4.4
0.264,,0.272,,0.268,4.4,,4.4,,4.4
0.268,,0.272,,0.268,4.4,,4.4,,4.4
0.268,,0.272,,0.268,4.4,,4.4,,4.4
0.272,,0.268,,0.272,4.4,,4.32,,4.4
0.272,,0.272,,0.272,4.4,,4.4,,4.4
0.272,,0.272,,0.268,4.4,,4.4,,4.4
0.268,,0.272,,0.272,4.4,,4.4,,4.32
0.272,,0.272,,0.272,4.4,,4.4,,4.4
0.272,,0.272,,0.272,4.4,,4.4,,4.4
0.272,,0.272,,0.272,4.4,,4.4,,4.4
0.272,,0.272,,0.28,4.4,,4.4,,4.4
0.272,,0.272,,0.272,4.32,,4.4,,4.4
0.272,,0.272,,0.272,4.4,,4.4,,4.4
0.276,,0.272,,0.272,4.48,,4.4,,4.32
0.272,,0.276,,0.272,4.4,,4.4,,4.4
0.268,,0.276,,0.276,4.4,,4.4,,4.4
0.272,,0.276,,0.272,4.4,,4.4,,4.4
0.272,,0.268,,0.272,4.4,,4.4,,4.32
0.276,,0.276,,0.276,4.4,,4.48,,4.4
0.272,,0.276,,0.272,4.4,,4.4,,4.4
0.272,,0.268,,0.276,4.4,,4.4,,4.4
0.276,,0.272,,0.28,4.4,,4.4,,4.4
0.272,,0.272,,0.272,4.4,,4.4,,4.4
0.272,,0.26,,0.256,4.48,,4.4,,4.4
0.26,,0.264,,0.268,4.4,,4.4,,4.4
0.268,,0.268,,0.26,4.4,,4.4,,4.4
0.26,,0.272,,0.264,4.4,,4.4,,4.4
0.272,,0.268,,0.272,4.4,,4.4,,4.4
0.268,,0.268,,0.272,4.4,,4.4,,4.4
0.272,,0.268,,0.272,4.4,,4.4,,4.4
0.272,,0.272,,0.276,4.4,,4.4,,4.4
0.272,,0.268,,0.272,4.48,,4.4,,4.4
0.272,,0.268,,0.272,4.4,,4.4,,4.4
0.268,,0.268,,0.272,4.4,,4.4,,4.4
0.264,,0.28,,0.272,4.4,,4.4,,4.4
0.272,,0.272,,0.264,4.4,,4.32,,4.4
0.272,,0.272,,0.272,4.4,,4.32,,4.4
0.272,,0.272,,0.276,4.4,,4.4,,4.4
0.272,,0.272,,0.272,4.4,,4.4,,4.4
0.272,,0.272,,0.276,,,4.4,,4.4
